9482 4156  14 8.571428571428571
693005 67697  48 6.909722222222222
53038 2634  -1 6.90952380952381
10966 5266  50 6.909090909090909
384145 18339  45 6.909090909090909
292830 36563  30 6.908759124087592
224070 40370  52 6.908396946564886
551168 55542  -1 6.907692307692308
340453 54731  38 6.907063197026022
632229 67145  -1 6.907063197026022
698913 61222  67 6.906832298136646
841444 15711  64 6.906593406593407
476606 43298  28 6.906542056074766
957433 43774  51 6.906403940886699
588574 83858  31 6.9054726368159205
56077 6532  -1 6.905138339920948
785503 76843  -1 6.905027932960894
912767 60698  -1 6.904761904761905
61731 1368  41 6.904761904761905
321253 16241  -1 6.904593639575972
3463 2217  -1 6.904411764705882
459794 5112  64 6.904306220095694
502013 3214  61 6.904191616766467
46447 11977  70 6.903846153846154
67621 16780  -1 6.903225806451613
281731 8125  -1 6.903225806451613
42521 2217  -1 6.90295358649789
312827 47249  50 6.902127659574468
341669 43774  51 6.901515151515151
524389 78528  30 6.9010989010989015
349569 24454  -1 6.901060070671378
24175 8367  -1 6.900862068965517
328012 34192  50 6.900523560209424
28823 6912  38 6.900452488687783
914726 91342  69 6.9004149377593365
696904 33000  34 6.9
448 361  -1 6.9
437472 55542  -1 6.899253731343284
422484 15266  48 6.898954703832753
889244 7743  -1 6.898809523809524
577067 27133  -1 6.898550724637682
798880 24454  -1 6.8984375
265002 35513  37 6.898058252427185
541235 67145  -1 6.8979591836734695
2372 885  -1 6.897321428571429
847104 43774  51 6.8961538461538465
905231 52549  -1 6.895953757225434
828269 43774  51 6.895582329317269
823513 1368  41 6.895424836601308
750539 52549  -1 6.895348837209302
480216 70000  28 6.895131086142322
394813 43774  51 6.895081967213115
245126 10275  47 6.894977168949771
491010 65886  35 6.894409937888199
744974 49652  58 6.894409937888199
823366 52549  -1 6.894366197183099
101287 6912  38 6.894230769230769
8638 5212  -1 6.893992932862191
106555 10943  33 6.8938356164383565
26121 4353  -1 6.89344262295082
835018 104230  71 6.893258426966292
512522 75186  51 6.8931623931623935
524053 28532  44 6.892215568862276
340629 44534  -1 6.891385767790262
817585 8178  40 6.891025641025641
47243 2634  -1 6.890510948905109
864699 15711  64 6.890322580645162
15036 714  47 6.890243902439025
5255 806  51 6.890070921985815
862039 63633  37 6.889655172413793
272221 16241  -1 6.889380530973451
338143 27133  -1 6.889344262295082
272448 23680  61 6.888888888888889
279031 49135  40 6.8885630498533725
927365 86447  94 6.888392857142857
1384 327  -1 6.888349514563107
696311 86447  94 6.888198757763975
6278 714  47 6.888111888111888
489354 5112  64 6.8875
593568 69368  51 6.887096774193548
833935 30982  -1 6.887096774193548
825637 52549  -1 6.887096774193548
121042 5112  64 6.886627906976744
864172 69368  51 6.885906040268456
784522 86447  94 6.885869565217392
522127 53690  37 6.885542168674699
684691 28532  44 6.885416666666667
728375 82707  -1 6.885167464114833
718980 52549  -1 6.885135135135135
651084 57775  37 6.884892086330935
778204 52549  -1 6.884848484848485
820465 86447  94 6.884615384615385
451824 61234  -1 6.884507042253521
497612 65319  -1 6.884328358208955
449364 39429  61 6.8841807909604515
27921 6008  -1 6.884169884169884
803496 103142  51 6.883408071748879
798986 67697  48 6.883333333333334
448518 43298  28 6.883116883116883
891183 27133  -1 6.882352941176471
482283 55838  -1 6.882037533512064
850802 61222  67 6.881987577639752
944728 57775  37 6.881856540084388
647377 73452  25 6.881516587677726
886450 67697  48 6.881481481481481
25980 5964  41 6.881481481481481
633906 39429  61 6.8808510638297875
435355 37252  55 6.880597014925373
202261 16241  -1 6.8804780876494025
349052 35274  26 6.880208333333333
321324 6912  38 6.879699248120301
716675 45475  -1 6.879432624113475
582704 82088  34 6.879432624113475
1498 255  -1 6.8793969849246235
545576 11078  68 6.878787878787879
339589 6912  38 6.878787878787879
257902 34192  50 6.878571428571429
56809 806  51 6.877659574468085
891016 87808  97 6.877419354838709
923564 61654  44 6.877094972067039
524162 25946  -1 6.877005347593583
421079 5112  64 6.876344086021505
451955 29904  -1 6.876344086021505
759402 69368  51 6.876344086021505
497238 34192  50 6.875862068965517
664500 5286  36 6.875739644970414
637413 65234  58 6.875647668393782
803497 82707  -1 6.875
629695 70661  -1 6.87467362924282
859023 62357  -1 6.874371859296482
664750 52549  -1 6.874015748031496
164835 18450  -1 6.874015748031496
633717 55542  -1 6.873873873873874
610847 82814  53 6.873493975903615
288051 27133  -1 6.87335092348285
651733 45475  -1 6.8731884057971016
439081 35274  26 6.873015873015873
577868 7560  42 6.872909698996655
911876 73564  40 6.872727272727273
642819 52549  -1 6.872659176029963
505981 66727  36 6.872586872586872
486886 52130  28 6.872340425531915
622688 59276  61 6.872093023255814
441577 55838  -1 6.871369294605809
887586 47316  31 6.871244635193133
335459 43714  -1 6.870662460567823
427306 28532  44 6.870588235294117
660725 73250  -1 6.870307167235495
604196 67145  -1 6.870229007633588
848247 71244  52 6.8700787401574805
684114 53572  47 6.869791666666667
886558 103142  51 6.869565217391305
195270 30857  47 6.869565217391305
652345 78599  31 6.869565217391305
95619 20662  -1 6.869090909090909
583812 68797  48 6.868571428571428
664799 15266  48 6.868571428571428
587238 60173  39 6.868421052631579
240755 35517  -1 6.868292682926829
173058 1368  41 6.867469879518072
350567 27133  -1 6.86734693877551
553635 40679  37 6.866108786610878
785120 36999  -1 6.865921787709497
902401 61222  67 6.865771812080537
478473 55838  -1 6.8657407407407405
432665 56797  37 6.865573770491803
680230 200  49 6.864864864864865
309218 36382  -1 6.864754098360656
676064 25728  -1 6.864516129032258
623726 76843  -1 6.864321608040201
28130 714  47 6.864253393665158
20432 2634  -1 6.864
917235 67258  54 6.863945578231292
144009 20779  61 6.863813229571984
765650 87808  97 6.863117870722434
569329 58430  -1 6.863095238095238
901688 27133  -1 6.862068965517241
26372 1368  41 6.861924686192468
835014 27133  -1 6.861878453038674
831671 51597  -1 6.8618421052631575
587715 52549  -1 6.8618421052631575
433421 28532  44 6.861635220125786
522361 25378  24 6.861111111111111
413761 27133  -1 6.861111111111111
590596 50864  -1 6.860869565217391
769545 55005  -1 6.860335195530726
768186 103722  35 6.860103626943006
673483 73564  40 6.859550561797753
870748 75585  -1 6.859060402684563
710210 91298  -1 6.858638743455497
841326 65234  58 6.858585858585859
558870 69368  51 6.858208955223881
625277 50864  -1 6.8580246913580245
689620 16241  -1 6.857142857142857
811342 52549  -1 6.857142857142857
923894 104230  71 6.857142857142857
827026 70000  28 6.857142857142857
603946 67343  67 6.857142857142857
32615 200  49 6.856115107913669
756520 69368  51 6.85589519650655
891255 47470  29 6.855670103092783
66098 11078  68 6.855614973262032
3285 714  47 6.854938271604938
70570 16780  -1 6.8542713567839195
336076 45003  34 6.854237288135593
10061 2223  44 6.853932584269663
498661 20330  44 6.853658536585366
24049 2586  -1 6.853556485355648
389842 54731  38 6.853535353535354
607208 714  47 6.852941176470588
698741 15266  48 6.852564102564102
483840 14837  -1 6.8525469168900806
719458 70661  -1 6.852459016393443
728682 69668  46 6.852216748768473
362369 50864  -1 6.852017937219731
169227 29177  -1 6.852
927228 87808  97 6.851851851851852
12368 2217  -1 6.851485148514851
894282 57886  -1 6.850467289719626
804880 70661  -1 6.85
949542 43774  51 6.849765258215962
477019 70661  -1 6.849462365591398
423252 5112  64 6.849056603773585
913827 61222  67 6.849056603773585
655609 67145  -1 6.848979591836735
673508 18349  47 6.848837209302325
688533 65668  -1 6.8483754512635375
624475 68797  48 6.847953216374269
859502 2217  -1 6.846666666666667
648767 69368  51 6.846153846153846
600894 48228  62 (passed away March 9th, 2013) 6.845890410958904
566447 27133  -1 6.845814977973569
938970 43774  51 6.845637583892618
167610 5286  36 6.845528455284553
465801 65816  36 6.845238095238095
611475 52549  -1 6.84516129032258
445759 56797  37 6.845132743362832
573512 27133  -1 6.845
9256 1143  -1 6.844961240310077
897490 52549  -1 6.844660194174757
162431 24961  41 6.844290657439446
411675 34759  39 6.844036697247707
729319 70661  -1 6.843601895734597
236070 18450  -1 6.84331797235023
829458 106349  48 6.843283582089552
13330 5007  65 6.8431372549019605
935871 103142  51 6.8427672955974845
165672 16241  -1 6.842105263157895
884629 62357  -1 6.841726618705036
11112 2217  -1 6.841584158415841
693099 86447  94 6.841379310344828
626670 67697  48 6.8405172413793105
80174 714  47 6.840425531914893
165631 5286  36 6.840163934426229
56722 6008  -1 6.840163934426229
442657 63360  -1 6.838709677419355
252503 29904  -1 6.838582677165355
486922 57  45 6.837837837837838
488243 27133  -1 6.8375
507920 27133  -1 6.837398373983739
645672 27133  -1 6.837398373983739
334759 6912  38 6.836601307189542
12475 92  -1 6.836538461538462
28074 714  47 6.836065573770492
470442 30857  47 6.836065573770492
674697 30982  -1 6.835616438356165
276709 5112  64 6.8353909465020575
383547 46841  45 6.8353909465020575
98430 21083  49 6.835051546391752
587199 45755  37 6.834645669291339
450796 35274  26 6.83445945945946
2972 1128  -1 6.834042553191489
9893 4967  33 6.833333333333333
456733 48227  49 6.833333333333333
879670 75713  -1 6.833333333333333
651182 33000  34 6.832558139534884
599369 67145  -1 6.832214765100671
783568 69668  46 6.8321678321678325
650597 69368  51 6.831730769230769
577522 74979  -1 6.8316831683168315
695830 67697  48 6.8313953488372094
78735 18485  54 6.831325301204819
803867 31352  35 6.831325301204819
49364 2634  -1 6.8312757201646095
411407 40386  -1 6.8311688311688314
948444 109227  -1 6.8311688311688314
64589 1717  56 6.831050228310502
828810 71244  52 6.8307692307692305
655199 49652  58 6.830409356725146
911717 52549  -1 6.83030303030303
427501 811  -1 6.8301158301158305
303015 21216  26 6.830097087378641
666303 36382  -1 6.83
575730 33000  34 6.829545454545454
199074 16241  -1 6.828793774319066
925915 30982  -1 6.828767123287672
661146 70661  -1 6.828703703703703
611485 67145  -1 6.828220858895706
829873 52549  -1 6.827433628318584
498074 14837  -1 6.826732673267327
5509 3575  -1 6.826568265682657
472549 7628  51 6.826271186440678
614387 18450  -1 6.825581395348837
828397 15266  48 6.825531914893617
854431 71244  52 6.825503355704698
903472 61234  -1 6.825136612021858
91987 200  49 6.824468085106383
456130 27133  -1 6.823899371069182
215552 35274  26 6.823529411764706
483807 65886  35 6.822888283378747
944115 57775  37 6.822784810126582
5576 1128  -1 6.821969696969697
832069 67145  -1 6.821917808219178
432805 18339  45 6.821656050955414
108890 17103  -1 6.821052631578947
679706 16241  -1 6.820652173913044
827799 86447  94 6.8203125
425870 10943  33 6.8203125
797460 27133  -1 6.8201754385964914
56717 6008  -1 6.819875776397516
921392 76843  -1 6.819548872180451
577539 63152  36 6.819444444444445
911056 33361  55 6.819354838709677
611707 5112  64 6.818181818181818
50048 10023  34 6.8175675675675675
730436 45475  -1 6.817460317460317
743222 67258  54 6.817391304347826
277081 47852  -1 6.817365269461078
852729 64844  -1 6.8173076923076925
275053 43714  -1 6.817241379310345
792166 52549  -1 6.817204301075269
521485 40679  37 6.817073170731708
946673 101668  -1 6.817021276595745
46221 6624  80 6.816901408450704
869949 65886  35 6.816831683168317
340392 30857  47 6.816793893129771
627208 52549  -1 6.8164556962025316
933851 69668  46 6.816326530612245
13350 811  -1 6.816326530612245
906099 52549  -1 6.815602836879433
931748 45631  55 6.815217391304348
439237 55838  -1 6.815217391304348
920010 67343  67 6.815126050420168
35929 6008  -1 6.814814814814815
830459 71244  52 6.814606741573034
109482 20662  -1 6.814516129032258
362486 39429  61 6.8143939393939394
588553 69368  51 6.814207650273224
668786 52549  -1 6.813559322033898
156284 200  49 6.8130434782608695
919180 100831  -1 6.812865497076023
617905 30982  -1 6.8126984126984125
67796 6008  -1 6.812182741116751
593330 70000  28 6.811965811965812
357066 57886  -1 6.811881188118812
66702 2634  -1 6.811827956989247
956918 103142  51 6.811764705882353
294159 27908  35 6.811320754716981
24099 5112  64 6.811320754716981
7816 4156  14 6.811188811188811
477106 74559  -1 6.8108108108108105
380687 6498  60 6.810699588477366
479345 15266  48 6.809523809523809
10974 1379  -1 6.809523809523809
831031 61222  67 6.809338521400778
109387 20662  -1 6.809278350515464
341303 11078  68 6.8084291187739465
599195 52549  -1 6.808219178082192
888282 32754  -1 6.808139534883721
957613 121949  42 6.8076923076923075
761657 28172  -1 6.807228915662651
857060 27133  -1 6.807142857142857
25434 7890  -1 6.807142857142857
128849 17103  -1 6.806930693069307
240512 44289  -1 6.805668016194332
651071 47096  40 6.805555555555555
835059 80691  46 6.805405405405406
669672 65035  -1 6.805194805194805
134758 7969  49 6.805194805194805
356903 34192  50 6.805128205128205
865100 27133  -1 6.80503144654088
813173 54778  -1 6.804878048780488
77138 1368  41 6.804597701149425
879902 27133  -1 6.804545454545455
896781 69668  46 6.804166666666666
436290 56797  37 6.804123711340206
5600 255  -1 6.80377358490566
852928 71244  52 6.803571428571429
735654 65319  -1 6.803030303030303
437086 36999  -1 6.803030303030303
732829 55005  -1 6.802884615384615
943035 121949  42 6.802721088435374
658359 69668  46 6.802721088435374
144913 13084  -1 6.802469135802469
518603 17990  35 6.8019323671497585
754347 27133  -1 6.8008474576271185
819593 66201  -1 6.8
676002 27133  -1 6.8
8581 1856  -1 6.799295774647887
276343 47852  -1 6.799180327868853
686774 52549  -1 6.798882681564246
876163 73452  25 6.79874213836478
34026 7504  51 6.798611111111111
98887 21362  42 6.7982708933717575
10033 2634  -1 6.7979274611398965
510756 18485  54 6.797356828193832
128489 16241  -1 6.797250859106529
800920 24454  -1 6.7972027972027975
947766 82104  55 6.797101449275362
20336 714  47 6.796875
419889 27133  -1 6.796812749003984
116589 16241  -1 6.796610169491525
502610 35804  -1 6.796428571428572
49960 2553  65 6.795918367346939
10690 4156  14 6.795698924731183
774161 52549  -1 6.795555555555556
314640 5286  36 6.795454545454546
489429 62787  31 6.794979079497908
572723 28532  44 6.794736842105263
917347 16793  45 6.7947019867549665
503828 14837  -1 6.794444444444444
951146 36999  -1 6.794117647058823
437371 17103  -1 6.794007490636704
119519 7504  51 6.793969849246231
592885 33068  45 6.7936507936507935
262927 10887  53 6.793220338983051
953076 11854  52 6.7924528301886795
667176 66597  45 6.792270531400966
784305 27133  -1 6.791855203619909
754578 67145  -1 6.791855203619909
281836 1368  41 6.791479820627803
169821 17983  47 6.791338582677166
434866 47316  31 6.791164658634538
300724 33068  45 6.790983606557377
706318 32754  -1 6.790849673202614
629882 47316  31 6.790780141843972
268882 34459  -1 6.790378006872852
892552 43774  51 6.790322580645161
12142 2217  -1 6.790243902439024
112468 20330  44 6.7898550724637685
35932 6008  -1 6.7898550724637685
848061 52549  -1 6.7898550724637685
508056 49652  58 6.7894736842105265
917596 69368  51 6.7894736842105265
795369 17990  35 6.789115646258503
546126 43714  -1 6.7890625
650742 43714  -1 6.788461538461538
664481 57775  37 6.788461538461538
646054 57775  37 6.788135593220339
91789 16385  -1 6.788043478260869
11987 5982  51 6.787878787878788
451662 65886  35 6.787709497206704
570278 33000  34 6.7875
824528 67258  54 6.7875
13403 3981  -1 6.786802030456853
340445 14414  28 6.786206896551724
615747 27133  -1 6.786163522012578
26135 4162  44 6.785714285714286
273066 44172  43 6.785714285714286
679891 25728  -1 6.784810126582278
593311 43774  51 6.7846153846153845
